Filename,Gloss,Description,Comment
M1_81929_82429.mp4,,,Torsdag 4. juli slappet jeg av på badestranden. Jeg hadde på meg en blå bikini. Jeg solte meg. Det var varmt. Det luktet sommer.
M1_11896_12038.mp4,,,Bilen kjørte rett i veggen. Jeg ble så sint at jeg rev meg i håret.
M2_34907_35125.mp4,,,"A: Den minste er billig. Den koster 79,50kr? B: Ja, det var billig. Jeg vil ha den minste jeg."
M1_50172_50289.mp4,,,Håret er veldig blått og krøllete.
M1_68683_68901.mp4,,,"Det er blå himmel, sola skinner og jeg er varm."
M1_71212_71665.mp4,,,"Se, der er det høst. Bladene på trærne faller ned på bakken. De er røde, gule og brune."
M1_72084_72434.mp4,,,Bladene på bakken virvles opp i luften. Det er høst.
M1_71212_71665.mp4,,,"Se, der er det høst. Bladene på trærne faller ned på bakken. De er røde, gule og brune."
M1_72084_72434.mp4,,,Bladene på bakken virvles opp i luften. Det er høst.
M1_71672_72080.mp4,,,Det blåser og er litt kaldt. Hva slags klær bør en ha på seg? Gutten der har jakke og bukse.
M1_30708_31081.mp4,,,"Hva med munn? Ja, også følelser. Er de sinte, gråter de, er de blide eller er de flaue? Hva med denne?"
M1_39636_40040.mp4,,,"Du så nettopp tre personer. Var han som hadde et hårstrå på hodet sur, blid eller hylskrek han?"
M1_67348_67627.mp4,,,Blomstene spirer og fuglene flyr.
M1_67348_67627.mp4,,,Blomstene spirer og fuglene flyr.
M1_78782_79046.mp4,,,"En hvit tynn bluse. Ikke bukse, men et rødt skjørt. Det passer bra til 17. mai."
M1_62615_62847.mp4,,,"Jeg har en blyant, en lang en. Ja, den ja. Den er behagelig å skrive med den."
M1_62615_62847.mp4,,,"Jeg vil ha blyanten der, den langsmale og store der."
M1_62872_63163.mp4,,,"Se på den. Den er liten. Det er ubehagelig å  skrive med den, får vondt i håndleddet."
M1_74461_75005.mp4,,,Dette er en boblejakke og dette er ei boblebukse. Det her er vintersko og her har jeg på et pannebånd. Og så har jeg votter.
M1_74461_75005.mp4,,,Dette er en boblejakke og dette er ei boblebukse. Det her er vintersko og her har jeg på et pannebånd. Og så har jeg votter.
M2_25590_25754.mp4,,,"Dere skal reise dere opp, gå foran bordet og sette dere på det."
M2_28304_28719.mp4,,,"Nei, du skal ikke sitte i stolen! Sitt på bordet. (Viser aktivitet) Bra!"
M2_51642_51785.mp4,,,På bordet er det mange forskjellige pålegg.
M2_01640_02105.mp4,,,Den har lodden pels. Hvor er ørene? De er borte. Der er de. Så små.
M1_32182_32397.mp4,,,"Bra, nå er vi ferdig med tre ansikt. Hva med klær til dem?"
M1_33773_33869.mp4,,,Er det bra? Er det sommer?
M1_78782_79046.mp4,,,"En hvit tynn bluse. Ikke bukse, men et rødt skjørt. Det passer bra til 17. mai."
M1_49703_49801.mp4,,,Hatten er brun og har brem.
M1_09156_09438.mp4,,,Hun har svart hår. Det er så kort og med fall. Hvit genser og grå briller. Hun er sånn passe høy.
M1_07924_08030.mp4,,,"A: Hva heter du? B: Britt, B-R-I-T-T."
M1_53518_53772.mp4,,,Har far en bror eller ei søster? Han har ei søster.
M2_37386_37562.mp4,,,A: Har du lyst til å spise brød eller knekkebrød? B: Jeg liker best brød (BRØD BEST PEK-jeg).
M2_42389_42842.mp4,,,"A: Samme som jeg har nå, brød og leverpostei? B: Brød og leverpostei? A: (Nikker? B: Hvor mange? A: En? B: Bare en? Det var lite. Bedre med to? A: OK, to."
M2_71587_71959.mp4,,,"To gjess hveser. Den ene pikker borti den andre. De går (vagger) et lite stykke, til de får øye på et brød. Den ene gåsa bøyer seg ned for å spise."
M2_43791_44083.mp4,,,"A: Jeg liker best leverpostei på brødet. Det er kjempegodt.? B: Fisk da? Liker du ikke det?A: Nei, jeg liker ikke fisk.? B: Hva med salami da?A: Ja, det liker jeg."
M2_55003_55311.mp4,,,"Piken smører på brødskiva. Så sitter de og spiser, begge to."
M1_49703_49801.mp4,,,Hatten er brun og har brem.
M1_71212_71665.mp4,,,"Se, der er det høst. Bladene på trærne faller ned på bakken. De er røde, gule og brune."
M2_43454_43789.mp4,,,"A: Nei, jeg liker bare (peker på to pålegg? B: Majones, liker du majones? A: Ja, men aller best leverpostei, eller den der (peker på brunosten).? B: Brunost, ja."
M2_51642_52179.mp4,,,"På bordet er det mange forskjellige pålegg. Der er det prim, brunost, hvitost, kaviar og majones."
M1_16626_16965.mp4,,,"Hva mer? Jo, ei bukse. Jeg tar på meg ei bukse. Den sitter fint!"
M1_36037_36429.mp4,,,A: Det er vinter. B: Vinter! Å da er det kaldt. Hva skal han ha på seg? A: Tykk genser.? B: Tykk genser ja. A: Pluss tykk bukse.
M1_67640_68043.mp4,,,"Solen skinner og det er varmt. Jeg har tynne klær, en genser og ei bukse. Det er vår."
M1_71672_72080.mp4,,,Det blåser og er litt kaldt. Hva slags klær bør en ha på seg? Gutten der har jakke og bukse.
M1_76330_76607.mp4,,,Mandag 12. mars skal jeg til byen og møte mamma.
M1_69580_69838.mp4,,,"Disse klærne er for tykke. Jeg kommer til å svette. Jeg må bytte, men til hva?"
M1_73712_73927.mp4,,,"Klærne mine er for tynne. Det blir kaldt. Jeg må bytte, men til hva?"
M1_84927_85499.mp4,,,November den 1. var en lørdag. Bilen stod i garasjen. Det var blitt kaldt og glatt ute. Bilen hadde sommerdekk. Jeg var nødt til å skifte til vinterdekk.
M1_86425_86624.mp4,,,Skifte fra sommerdekk til vinterdekk.
M2_25024_25474.mp4,,,Du og du skal reise dere opp og bytte plass.
M2_72743_72979.mp4,,,Den lille grisen er fra Canada.
M2_39996_40304.mp4,,,"A: Vi har ny melk.? B: Den er gammel! A: Ja, den gikk ut for to dager siden. Den skal kastes."
M1_15067_15289.mp4,,,Her er forskjellige klær. Både for menn og damer.
M1_20414_20642.mp4,,,"Nå er det andre del, som er om en mann og dame som skal gå på fest."
M1_20687_21158.mp4,,,"Damen lurer på hva hun skal ha på. Hun tar på et skjørt, men det er for kort. Hun liker det ikke og tar det av."
M1_08422_08504.mp4,,,Jeg har dårlig tid. Jeg må gå.
M1_52919_53286.mp4,,,"Der er far og der er mor. De to, har de barn? Ja, de har tre barn."
M1_53883_53951.mp4,,,De to er gift.
M1_60986_61672.mp4,,,"A: Se her! Er de to like eller hva? B: Nei, de er forskjellige. A: Hvordan da? B: Den er liten og den er stor. A: Riktig!"
M2_57482_57697.mp4,,,Mannen og piken koseprater og tiden flyr.
M1_33262_33279.mp4,,,Forstår dere?
M2_25590_25754.mp4,,,"Dere skal reise dere opp, gå foran bordet og sette dere på det."
M1_66240_66565.mp4,,,"Fjerde (årstid) er vinteren, desember, januar og februar."
M1_12205_12534.mp4,,,Donald Duck var p? TV. Jeg lo godt av ham.
M2_09188_09315.mp4,,,"Den fantes for lenge siden, men døde ut."
M1_18271_19062.mp4,,,"Jeg gikk ut døra. Plutselig begynner det å regne. Regndråpene falt mot håndflaten min. Jeg måtte gå tilbake. Hva nå? Å, ja regnbukse! Jeg tok på meg ei regnbukse. Fint!"
M1_20093_20312.mp4,,,"Jeg går ut, og trasker i vei. Nå blir jeg ikke våt."
M1_23627_23976.mp4,,,"De to går ut, arm i arm, men så begynner de å fryse. De snur og går tilbake."
M2_22639_23005.mp4,,,"Kan den tegnspråk? Se nå. (Dukka: 'Hei.') Hei, ja! (Dukka: 'Døv.') Døv, døv ja! (Peker på dukka.)"
M1_70474_70656.mp4,,,Vi to skal dra og fange små fisk. Ha det!
M2_55123_55939.mp4,,,"Piken smører på brødskiva. Så sitter de og spiser, begge to. I det hun tar en slurk av melkglasset, oppdager hun at melken er sur og gammel."
M1_61686_61814.mp4,,,Den er til å drikke kaffe av.
M2_53173_53394.mp4,,,"Mannen sitter og drikker kaffe, da piken kommer gående mot bordet."
M1_07924_08030.mp4,,,"A: Hva heter du? B: Britt, B-R-I-T-T."
M1_62512_62607.mp4,,,A: Vil du skrive kjærlighetsbrev? B: Ja!
M1_11588_11776.mp4,,,Dukken min glapp ut av hendene mine og falt i gulvet. Den ble ødelagt. Jeg begynte å hylskrike.
M2_03126_03194.mp4,,,Hva slags dyr?
M2_90487_90578.mp4,,,Nå er jeg sliten etter å ha sett på forskjellige dyr.
M2_34339_34685.mp4,,,"A: Hvor mye koster de? B: Denne koster.. (leter etter prislapp...) Den er ikke billig, men dyr. Den koster 1295 kr.? B: Det var dyrt! A: Dyrt, ja."
M2_34339_34685.mp4,,,"A: Hvor mye koster de? B: Denne koster.. (leter etter prislapp...) Den er ikke billig, men dyr. Den koster 1295 kr.? B: Det var dyrt! A: Dyrt, ja."
M2_86585_87208.mp4,,,Ekornen er liten og har lang hale (beskrivelse). Den spiser slik (beskrivelse) og beveger slik (beskrivelse) på trær.
M2_79895_80251.mp4,,,Elgen reiser seg opp og ser seg rundt mens den tygger.
M2_79895_79967.mp4,,,En elg ligger.
M2_79895_79995.mp4,,,Elgen reiser seg opp.
M2_79895_80251.mp4,,,Elgen reiser seg opp og ser seg rundt mens den tygger.
M2_30149_30440.mp4,,,Eller vi kan se på (viser aktivitet og finner frem nye kosedyr). Disse er også aper. Denne har tykk pels.
M1_83468_84088.mp4,,,"Fredag den 15. september gikk jeg inn i hagen. Der er det mange trær med epler. De er gule, grønne og røde. Et eple falt ned på bakken. Jeg tok det opp og spiste det. Det var godt."
M1_83468_84088.mp4,,,"Fredag den 15. september gikk jeg inn i hagen. Der er det mange trær med epler. De er gule, grønne og røde. Et eple falt ned på bakken. Jeg tok det opp og spiste det. Det var godt."
M1_83468_84088.mp4,,,"Fredag den 15. september gikk jeg inn i hagen. Der er det mange trær med epler. De er gule, grønne og røde. Et eple falt ned på bakken. Jeg tok det opp og spiste det. Det var godt."
M1_83468_84088.mp4,,,"Fredag den 15. september gikk jeg inn i hagen. Der er det mange trær med epler. De er gule, grønne og røde. Et eple falt ned på bakken. Jeg tok det opp og spiste det. Det var godt."
M1_61686_61814.mp4,,,Den er til å drikke kaffe av.
M1_61820_61929.mp4,,,"Den store koppen, den er til te."
M1_64225_64579.mp4,,,"Der har vi to forskjellige. Den første, den lille, er en barnefilm. Den andre, den store, er en komediefilm."
M1_01607_01949.mp4,,,Her er Stavanger. Der ligger Vestlandet kompetansesenter.
M1_84927_85499.mp4,,,Første november var en lørdag. Bilen stod i garasjen. Det var blitt kaldt og glatt ute. Bilen hadde sommerdekk. Jeg var nødt til å skifte til vinterdekk.
M2_44119_44394.mp4,,,"A: Jeg synes alt her er kjempegodt jeg.? B: Jeg liker bare noe av det. A: Du må øve deg på å smake på forskjellige matvarer. Etterhvert vil du merke at de blir bedre og bedre. Og når du blir stor, kommer du til å synes at alt er kjempegodt."
M2_42934_43100.mp4,,,"A: Du kan smøre på denne.? B: Vent med det, jeg tar det etterpå."
M1_09156_09438.mp4,,,Hun har svart hår. Det er så kort og med fall. Hvit genser og grå briller. Hun er sånn passe høy.
M1_71212_71665.mp4,,,"Se, der er det høst. Bladene på trærne faller ned på bakken. De er røde, gule og brune."
M1_72084_72434.mp4,,,Bladene på bakken virvles opp i luften. Det er høst.
M1_52738_52889.mp4,,,Nå skal vi se på en familieoversikt. Her er den.
M1_68915_69233.mp4,,,Gutten der har en håv som han har fanget små fisk med.
M1_68915_69233.mp4,,,Gutten der har en håv som han har fanget små fisk med.
M2_30978_31233.mp4,,,"A: Oj, den er glatt. Kjenn!? B: Wow, den var glatt!"
M2_33360_33608.mp4,,,"A: Se, vi har en liten bamse? B: Wow, den er pen."
M1_52919_53286.mp4,,,"Der er far og der er mor. Har de barn? Ja, de har tre barn."
M1_53518_53772.mp4,,,Har far en bror eller ei søster? Han har ei søster.
M2_04677_04756.mp4,,,Hva er fargen på klærne?
M2_69759_70024.mp4,,,"To svaner. De har merkelig farge, sort."
M2_09507_09916.mp4,,,"Den har skarpe farger. Knall gul, grønn og oransje. Og munnen er helt åpen."
M2_11158_11663.mp4,,,"Fargene er gul, grønn, svart og brun."
M2_18887_19061.mp4,,,Hvilken farge har den på øynene? De er brune.
M1_54335_54644.mp4,,,Har bestefar og bestemor på fars side barnebarn?
M1_60986_61300.mp4,,,"A: Se her! Er de to like eller hva? B: Nei, de er forskjellige. A: Hvordan da? B: Den er liten og den er stor. A: Riktig!"
M1_60986_61672.mp4,,,"A: Se her! Er de to like eller hva? B: Nei, de er forskjellige. A: Hvordan da? B: Den er liten og den er stor. A: Riktig!"
M1_66228_66569.mp4,,,"Den fjerde er vinteren med desember, januar og februar."
M1_83468_84088.mp4,,,"Fredag den 15. september gikk jeg inn i hagen. Der er det mange trær med epler. De er gule, grønne og røde. Et eple falt ned på bakken. Jeg tok det opp og spiste det. Det var godt."
M2_34174_34334.mp4,,,Klærne ser ut som fengselsklær da de er stripete. Som om de sitter i bur.
M1_06943_07194.mp4,,,Da jeg var ferdig flyttet jeg (fra Oslo) til Trondheim og begynte å jobbe.
M1_32182_32397.mp4,,,"Bra, nå er vi ferdig med tre ansikt. Hva med klær til dem?"
M1_20414_20642.mp4,,,"Nå er det andre del, som er om en mann og dame som skal gå på fest."
M1_34180_34441.mp4,,,"A: Hvilke klær (skal hun ha på seg)? B: En festkjole, en lang en. A: Fest? Ja, en festkjole som skal være lang."
M1_34180_34441.mp4,,,"A: Hvilke klær (skal hun ha på seg)? B: En festkjole, en lang en. A: Fest? Ja, en festkjole som skal være lang."
M1_64225_64579.mp4,,,"Der har vi to forskjellige. Den første, den lille, er en barnefilm. Den andre, den store, er en komediefilm."
M1_15386_15736.mp4,,,"Jeg våkner, gjesper, står opp og går bort til vinduet. Det er fint vær."
M1_21163_21523.mp4,,,Hun tar på seg en kjole. Den var fin.
M1_22352_23228.mp4,,,"Han kler på seg ei skjorte, men noe mangler. Skal det være tversoversløyfe eller slips? Jo, slips. Han tar det på. Han ble elegant og fin. Det er fint."
M1_68915_69233.mp4,,,Gutten der har en håv (det gis her en beskrivelse av håven) som han har fanget små fisk med.
M1_69242_69462.mp4,,,Han har et spann fylt med vann der de små fiskene svømmer.
M1_70474_70656.mp4,,,Vi to skal dra og fange små fisk. Ha det!
M1_69242_69462.mp4,,,Han har et spann fylt med vann der de små fiskene  svømmer.
M2_74088_74398.mp4,,,"Fjellgeiten har store horn, og den har hvit tykk pels både på kroppen og under halsen, og den har skjegg på haken."
M1_81929_82429.mp4,,,Torsdag 4. juli.
M1_66240_66565.mp4,,,"Fjerde (årstid) er vinteren, desember, januar og februar."
M1_09992_10157.mp4,,,Da jeg fikk øye på piken som kom gående mot meg ble jeg flau.
M1_30708_31081.mp4,,,"Hva med munn? Ja, også følelser. Er de sinte, gråter de, er de blide eller er de flaue? Hva med denne?"
M2_46310_46661.mp4,,,"A: (River i matpakke-papir) Jeg kan hjelpe deg.? B: Nei, jeg kan det selv. A: Flink pike.? B: Har nettopp lært det."
M2_48745_48851.mp4,,,A: Er du ferdig? B: Ja. A: Så flink du er.
M1_05990_06439.mp4,,,Jeg flyttet (fra Tromsø) til Trondheim. Der gikk jeg på barneskole.
M1_57802_57915.mp4,,,Den gule flyttes til høyre hjørne foran.
M1_58201_58320.mp4,,,Den blå flyttes til venstre hjørne bak.
M1_20414_20642.mp4,,,"Nå er det andre del, som er om en mann og dame som skal gå på fest."
M1_64225_64579.mp4,,,"Der har vi to forskjellige. Den første, den lille, er en barnefilm. Den andre, den store, er en komediefilm."
M1_65723_65984.mp4,,,"Den andre er sommeren med juni, juli og august."
M2_07919_08187.mp4,,,"For det første er det jakke, for det andre er det bukse og for det tredje er det genser."
M1_66240_66565.mp4,,,"Fjerde (årstid) er vinteren, desember, januar og februar."
M1_64225_64579.mp4,,,"Der har vi to forskjellige. Den første, den lille, er en barnefilm. Den andre, den store, er en komediefilm."
M1_65422_65708.mp4,,,"Den første (årstiden) er våren med månedene mars, april og mai."
M1_65999_66222.mp4,,,"Tredje (årstid) er høsten, september, oktober og november."
M2_08082_08159.mp4,,,"For det tredje, en genser."
M1_67137_67346.mp4,,,Noen steder har det gule blitt forandret til grønt gress.
M1_60857_60977.mp4,,,Jeg har forberedt meg og ordnet litt. Her er mye forskjellig.
M1_79924_80227.mp4,,,Onsdag den 23. juni forberedes det til grillfest.
M2_57119_57396.mp4,,,Du må begynne med matpakken. Det er best å ta med for å unngå å bli sulten.
M1_40937_41167.mp4,,,"Det var fordi det var vinter. Må ha tykke klær, ikke tynne for da vil en fryse."
M1_64225_64581.mp4,,,"Der har vi to forskjellige. Den første, den lille, er en barnefilm. Den andre, den store, er en komediefilm."
M1_64225_64581.mp4,,,"Der har vi to forskjellige. Den første, den lille, er en barnefilm. Den andre, den store, er en komediefilm."
M1_64225_64581.mp4,,,"Der har vi to forskjellige. Den første, den lille, er en barnefilm. Den andre, den store, er en komediefilm."
M1_64225_64581.mp4,,,"Der har vi to forskjellige. Den første, den lille, er en barnefilm. Den andre, den store, er en komediefilm."
M1_60986_61300.mp4,,,"A: Se her! Er de to like eller hva? B: Nei, de er forskjellige. A: Hvordan da? B: Den er liten og den er stor. A: Riktig!"
M1_60986_61672.mp4,,,"A: Se her! Er de to like eller hva? B: Nei, de er forskjellige. A: Hvordan da? B: Den er liten og den er stor. A: Riktig!"
M1_61995_62066.mp4,,,Kan du hente en liten skje?
M1_62116_62314.mp4,,,"Nei, den er stor. Den blir det ubehagelig å røre med. Jeg vil ha en liten."
M1_62872_63163.mp4,,,"Se på den. Den er liten. Det er ubehagelig å skrive med den, får vondt i håndleddet."
M1_63762_64025.mp4,,,Den lille saksen er til å klippe negler eller klippe av sytråd eller klippe litt av skjegget.
M1_62116_62314.mp4,,,"Nei, den er stor. Den blir det ubehagelig å  røre med. Jeg vil ha en liten."
M1_62615_62847.mp4,,,"Jeg har en blyant, en lang en. Ja, den ja. Den er behagelig å skrive med den."
M1_63512_63760.mp4,,,"Den store saksen er til å klippe hår, papir  og forskjellig annet."
M2_86585_87208.mp4,,,Ekornen er liten og har lang hale (beskrivelse). Den spiser slik (beskrivelse) og beveger slik (beskrivelse) på trær.
M1_61329_61672.mp4,,,Kan du hente en liten kopp?
M1_61452_61592.mp4,,,Det er en stor en. Det var ikke det jeg sa. Jeg sa en liten kopp.
M1_61452_61592.mp4,,,Det er en stor en. Det var ikke det jeg sa.  Jeg sa en liten kopp.
M1_61820_61929.mp4,,,"Den store koppen, den er til te."
M1_60986_61672.mp4,,,"A: Se her! Er de to like eller hva? B: Nei, de er forskjellige. A: Hvordan da? B: Den er liten og den er stor. A: Riktig!"
M2_31627_31875.mp4,,,"A: Det er en hund. Tykk pels, kjenn på pelsen. Den er annerledes, se? B: Ja. A: Myk, ja."
M1_15067_15289.mp4,,,Her er forskjellige klær. Både for menn og damer.
M1_60857_60977.mp4,,,Jeg har forberedt meg og ordnet litt. Her er mye forskjellig.
M2_51642_51785.mp4,,,På bordet er det mange forskjellige pålegg.
M1_33262_33279.mp4,,,Forstår dere?
M1_26231_26802.mp4,,,"A: Hva med nesen? B: Jeg forstår ikke. A: Fikk du det ikke med deg? Nå skal jeg vise dere. Dette er meg, jeg har sånn nese (beskriver formen på nesen), spiss nese. …"
M2_57482_57697.mp4,,,Mannen og piken koseprater og tiden flyr.
M2_00840_01009.mp4,,,Hei! Nå skal jeg fortelle om kosedyr. Kose.
M2_19070_19427.mp4,,,Ringene rundt øynene er oransje. Nesen og føttene er også oransje.
M1_05750_05983.mp4,,,Her ligger Tromsø. Jeg er født og oppvokst der.
M1_30708_31081.mp4,,,"Hva med munn? Ja, også følelser. Er de sinte, gråter de, er de blide eller er de flaue? Hva med denne?"
M2_30464_30856.mp4,,,"Denne er på tilbud. Før kostet den 198kr, mens nå er den satt ned til 129kr. Denne er dyr. Den koster 269kr."
M1_64225_64579.mp4,,,"Der har vi to forskjellige. Den første, den lille, er en barnefilm. Den andre, den store, er en komediefilm."
M1_65422_65708.mp4,,,"Den første (årstiden) er våren med månedene mars, april og mai."
M1_23983_24614.mp4,,,"De tar på seg en varm kåpe og en varm frakk, så går de ut igjen."
M1_83468_84088.mp4,,,"Fredag den 15. september gikk jeg inn i hagen. Der er det mange trær med epler. De er gule, grønne og røde. Et eple falt ned på bakken. Jeg tok det opp og spiste det. Det var godt."
M1_23627_23976.mp4,,,"De to går ut, arm i arm, men så begynner de å fryse. De snur og går tilbake."
M1_40937_41167.mp4,,,"Det var fordi det var vinter. Må ha tykke klær, ikke tynne for da vil en fryse."
M1_73712_73927.mp4,,,"Klærne mine er for tynne. Det blir kaldt. Jeg må bytte, men til hva?"
M1_74317_74460.mp4,,,Jeg har tykke klær. Jeg fryser ikke. Det er varmt.
M1_67348_67627.mp4,,,Blomstene spirer og fuglene flyr.
M1_69242_69462.mp4,,,Han har et spann fylt med vann der de små fiskene  svømmer.
M1_18271_19062.mp4,,,"Jeg gikk ut døra. Plutselig begynner det å regne. Regndråpene falt mot håndflaten min. Jeg måtte gå tilbake. Hva nå? Å, ja regnbukse! Jeg tok på meg ei regnbukse. Fint!"
M1_20414_20642.mp4,,,"Nå er det andre del, som er om en mann og dame som skal gå på fest."
M1_86744_87561.mp4,,,"Søndag den 6. januar ville jeg på skitur. Jeg hadde på meg en tykk genser og en rød anorakk med pels på hetta. I sekken hadde jeg matpakke, appelsin, sjokoladeplate og en termos med kakao.  Jeg gikk ut på ski og koste meg med maten."
M2_68154_68460.mp4,,,"Det der er en and. - Nå er det vår, og endene går i flokk og spiser den maten de finner."
M2_71969_72220.mp4,,,Ei hvit gås er lei og går bak et hus.
M1_08422_08504.mp4,,,Jeg har dårlig tid. Jeg må gå.
M2_68154_68460.mp4,,,"Det der er en and. Nå er det vår, og endene går i flokk og spiser den maten de finner."
M1_09992_10157.mp4,,,Da jeg fikk øye på piken som kom gående mot meg ble jeg flau.
M1_76705_76991.mp4,,,"Jeg tenker meg godt om og bestemmer meg for en rød kjole, en brun jakke, en svart hatt og svarte hansker og går for å møte mamma."
M1_13146_13329.mp4,,,Han er tykk. Han vagger når han går.
M1_15386_15736.mp4,,,"Jeg våkner, gjesper, står opp og går bort til vinduet. Det er fint vær."
