Filename,Gloss_x,Description,Comment,modified,Gloss_y,Signwriting
21.mp4,21,,,21,21,M535x517S10000520x487S11502465x501S22a04476x483
21.mp4,21,,,21,21,M549x515S10000534x485S11802485x499S10e02450x498
21.mp4,21,,,21,21,M533x518S11502468x503S22a04481x482S10000518x488
21.mp4,21,,,21,21,M540x518S11502460x500S10000525x488S22a04469x482
21.mp4,21,,,21,21,M515x543S11502485x475S22a04492x457S10000495x513
22.mp4,22,,,22,22,M532x522S10e01468x492S21600477x479S22a05490x490S10e00517x487
22.mp4,22,,,22,22,M534x517S11500519x487S11502466x502S22a04471x484
22.mp4,22,,,22,22,M534x519S10e00519x489S21600479x481S22a05492x492S11801466x491
22.mp4,22,,,22,22,M532x515S21600467x494S11802476x500S10e00517x485
22.mp4,22,,,22,22,M552x515S10e02448x499S11802483x500S10e00537x485
22.mp4,22,,,22,22,M526x518S11502474x503S22a04487x482S11500511x488
22.mp4,22,,,22,22,M535x518S11502465x502S11500520x488S22a04474x483
22.mp4,22,,,22,22,M515x548S22a04492x453S11502485x472S11500493x518
23.mp4,23,,,23,23,M532x517S11502469x502S18700514x488S22a04475x483
23.mp4,23,,,23,23,M534x515S21600465x494S11802474x500S18600516x485
23.mp4,23,,,23,23,M552x515S10e02447x499S11802482x500S18600534x485
23.mp4,23,,,23,23,M518x552S10e02407x535S11802442x536S11e01491x522S34700482x482
23.mp4,23,,,23,23,M529x519S11502472x502S22a04485x481S18700511x490
23.mp4,23,,,23,23,M535x517S11502466x500S22a04475x483S18700517x488
23.mp4,23,,,23,23,M515x547S11502485x471S22a04492x453S18700492x518
24.mp4,24,,,24,24,M536x516S21600463x495S11802472x501S14400514x485
24.mp4,24,,,24,24,M552x516S14400530x485S11802485x501S10e02448x501
25.mp4,25,,,25,25,M533x522S10e01467x492S21600476x479S22a05489x490S14c00510x481
25.mp4,25,,,25,25,M533x519S14c00510x484S21600476x482S22a05489x493S11801466x494
25.mp4,25,,,25,25,M537x516S21600462x495S11802471x501S14c00514x484
26.mp4,26,,,26,26,M534x522S10e01465x492S21600474x479S22a05487x490S1f502519x495
26.mp4,26,,,26,26,M535x520S1f502520x496S21600475x480S22a05488x491S11801465x492
26.mp4,26,,,26,26,M534x512S21600466x490S11802475x496S1f502519x488
27.mp4,27,,,27,27,M540x522S10e01460x492S21600469x479S22a05482x490S1dc01517x488
27.mp4,27,,,27,27,M538x519S1dc01515x485S21600470x480S22a05483x491S11801462x494
27.mp4,27,,,27,27,M537x515S21600463x493S11802472x499S1dc01514x485
28.mp4,28,,,28,28,M541x522S10e01459x492S21600468x479S22a05481x490S11e00518x488
28.mp4,28,,,28,28,M540x519S11e00517x489S21600467x480S22a05480x491S11801459x494
28.mp4,28,,,28,28,M540x515S21600460x493S11802469x499S11e01515x485
28.mp4,28,,,28,28,M518x554S10e02403x537S11802438x538S11e01487x524S34900482x482
29.mp4,29,,,29,29,M537x528S10e01463x498S21600472x485S22a05485x496S14410515x494S26500518x471
29.mp4,29,,,29,29,M537x527S26500518x473S21600472x487S22a05485x498S14410515x496S11801463x498
29.mp4,29,,,29,29,M534x525S21600465x504S11802474x510S14410512x493S26500514x475
29.mp4,29,,,29,29,M536x544S14410508x513S11802453x526S10e02416x526S26500522x498S33200482x482
,,,,2_1,2_1,M520x515S10000505x485S10e00480x485
3.mp4,3,,,3,3,M511x515S11e00488x485
3.mp4,3,,,3,3,M536x551S11e00513x521S34a00482x483
3.mp4,3,,,3,3,M509x515S18600491x485
3.mp4,3,,,3,3,M509x515S18700491x486
3.mp4,3,,,3,3,M518x569S34700482x483S11e01489x539
3.mp4,3,,,3,3,M518x561S34700482x483S11e01490x531
3.mp4,3,,,3,3,M518x561S34700482x483S11e01487x531
3.mp4,3,,,3,3,M518x567S34700482x483S11e01487x537
3-000-m.mp4,3 000 m,,,3 000 m,,
3-000-m-hinder.mp4,3 000 m hinder,,,3 000 m hinder,,
3-2-1-haandballformasjon.mp4,3-2-1 (håndballformasjon),,,3 2 1,,
3-3-haandballformasjon.mp4,3-3 (håndballformasjon),,,3 3,,
3aar-1.mp4,3 år gammel (alder) 1,"Dette er et flermorfemisk tegn som uttrykker to ting samtidig, ""alder"" og ""antall år"" (Kilde: Se mitt språk, 1996).",,3 år gammel,3 år gammel,M540x534S22a04527x519S2ff00482x482S21100526x500S11e00506x501
3aar-2.mp4,3 år gammel (alder) 2,"Dette er et flermorfemisk tegn som uttrykker to ting samtidig, ""alder"" og ""antall år"" (Kilde: Se mitt språk, 1996).",,3 år gammel,3 år gammel,M540x534S22a04527x519S2ff00482x482S21100526x500S11e00506x501
,,,,3.,3.,M539x554S2f304512x544S11e00516x509S34700482x482
3-grads-funksjon.mp4,3. grads funksjon,,,3. grads funksjon,,
tredjegradsforbrenning-1.mp4,3. gradsforbrenning 1,,,3. gradsforbrenning,,
tredjegradsforbrenning-2.mp4,3. gradsforbrenning 2,,,3. gradsforbrenning,,
3-plass-1.mp4,3. plass 1,,,3. plass,,
3-plass-2.mp4,3. plass 2,,,3. plass,,
30.mp4,30,,,30,30,M517x518S18602484x500S21600483x484S26506502x481
30.mp4,30,,,30,30,M521x563S26506506x524S21600487x527S11e02488x540S34700482x482
30.mp4,30,,,30,30,M517x519S26506502x480S21600483x483S11e02484x496
30.mp4,30,,,30,30,M517x516S26506502x483S21600483x486S18b02485x496
30.mp4,30,,,30,30,M544x510S26506493x492S18b02514x490S18602456x492
30.mp4,30,,,30,30,M515x520S18702486x502S22a04493x481
30.mp4,30,,,30,30,M542x511S18702458x493S26506492x494S18b02512x489
30.mp4,30,,,30,30,M515x519S18702486x501S22a04499x482
30.mp4,30,,,30,30,M542x511S18702458x490S26506493x493S18b02512x491
30.mp4,30,,,30,30,M515x518S22a04499x483S18702486x500
30.mp4,30,,,30,30,M543x510S18702457x491S26506492x494S18b02513x490
30-km.mp4,30 km,,,30 km,,
,,,,300,300,M509x526S18640491x496S26500494x474
,,,,300,300,M518x577S11e40495x547S26500496x527S34700482x482
31.mp4,31,,,31,31,M535x524S18601473x487S21600464x478S22a05497x510S10000520x477
31.mp4,31,,,31,31,M536x518S18602464x500S21600463x484S26506482x481S10000521x485
32.mp4,32,,,32,32,M539x518S18602462x500S21600461x484S26506480x481S10e00524x485
32.mp4,32,,,32,32,M533x525S18601476x488S21600467x479S22a05500x511S10e00518x475
33.mp4,33,,,33,33,M540x518S18602460x500S21600459x484S26506478x481S18600522x485
33.mp4,33,,,33,33,M531x525S18601478x488S21600469x479S22a05502x511S18600513x475
34.mp4,34,,,34,34,M537x518S18602463x500S21600462x484S26506481x481S14400515x481
34.mp4,34,,,34,34,M533x526S18601475x489S21600466x480S22a05499x512S14400511x473
35.mp4,35,,,35,35,M540x519S18602461x501S21600460x485S26506479x482S14c00517x481
35.mp4,35,,,35,35,M533x526S18601475x489S21600466x480S22a05499x512S14c00510x473
36.mp4,36,,,36,36,M541x518S18602460x500S21600459x484S26506478x481S1f502526x492
36.mp4,36,,,36,36,M533x523S18601476x486S21600467x477S22a05500x509S1f502518x478
37.mp4,37,,,37,37,M545x519S18602456x500S21600455x484S26506474x481S1dc01522x489
37.mp4,37,,,37,37,M535x523S18601474x486S21600465x477S22a05498x509S1dc01512x478
38.mp4,38,,,38,38,M542x518S18602458x500S21600457x484S26506476x481S11e00519x485
38.mp4,38,,,38,38,M533x524S18601475x487S21600466x478S22a05499x510S11e01508x476
39.mp4,39,,,39,39,M538x528S18602463x510S21600462x494S26506481x491S14410516x495S26500518x472
39.mp4,39,,,39,39,M539x530S26500520x469S21600461x487S22a05493x516S14410517x492S18601471x496
4.mp4,4,,,4,4,M511x516S14400489x485
taktikk-4-3-3-fotball.mp4,Taktikk: 4-3-3 (fotball),,,4 3 3,,
taktikk-4-4-2-fotball.mp4,Taktikk: 4-4-2 (fotball),,,4 4 2,,
taktikk-4-5-1-fotball.mp4,Taktikk: 4-5-1 (fotball),,,4 5 1,,
,,,,4 kroner,4 kroner,M518x518S14454487x449S26504492x426S31200482x483
,,,,4.,4.,M512x522S2f304490x512S14400488x478
40.mp4,40,,,40,40,M519x521S26506504x478S21600485x481S14402481x499
40.mp4,40,,,40,40,M516x521S14402485x499S22a04493x480
40.mp4,40,,,40,40,M516x521S14402485x499S22a04499x479
40.mp4,40,,,40,40,M516x520S14402485x498S22a04495x481
40.mp4,40,,,40,40,M545x512S14402456x490S14502514x488S26506492x491
40.mp4,40,,,40,40,M516x521S14402485x499S22a04491x480
40.mp4,40,,,40,40,M543x512S14402457x490S26506492x492S14502512x488
,,,,400,400,M511x528S14440489x497S26500491x473
400-m.mp4,400 m,,,400 m,,
41.mp4,41,,,41,41,M534x526S14401471x485S21600465x477S22a05497x512S10000519x474
42.mp4,42,,,42,42,M530x526S14401475x485S21600469x477S22a05501x512S10e00515x474
43.mp4,43,,,43,43,M531x527S14401475x486S21600469x478S22a05501x513S18600513x473
44.mp4,44,,,44,44,M531x527S14401475x486S21600469x478S22a05501x513S14400509x472
45.mp4,45,,,45,45,M531x526S14401475x485S21600469x477S22a05501x512S14c00508x473
46.mp4,46,,,46,46,M531x524S14401475x483S21600469x475S22a05501x510S1f502516x477
47.mp4,47,,,47,47,M532x527S14401474x486S21600468x478S22a05500x513S1dc01509x473
48.mp4,48,,,48,48,M531x527S14401475x486S21600469x478S22a05501x513S11e01506x472
49.mp4,49,,,49,49,M537x533S26500518x466S21600463x487S22a05496x519S14410515x489S14401471x495
4-3-format.mp4,4:3 (format),,,4:3,,
4x10-km.mp4,4x10 km,,,4x10 km,,
4x100m.mp4,4x100 m,,,4x100 m,,
4x125-km.mp4,"4x12,5 km",,,"4x12,5 km",,
4x400m.mp4,4x400 m,,,4x400 m,,
4x5-km.mp4,4x5 km,,,4x5 km,,
4x7-5km.mp4,"4x7,5 km",,,"4x7,5 km",,
5.mp4,5,,,5,5,M511x515S14c00488x484
5.mp4,5,,,5,5,M512x516S14c00489x485
5-000-m.mp4,5 000 m,,,5 000 m,,
5-1-haandballformasjon.mp4,5-1 (håndballformasjon),,,5 1,,
5-km.mp4,5 km,,,5 km,,
,,,,5.,5.,M511x523S2f304488x513S14c00488x477
50.mp4,50,,,50,50,M515x521S26506500x479S21600485x482S14c02484x498
50.mp4,50,,,50,50,M516x522S14c02485x499S22a04494x479
50.mp4,50,,,50,50,M512x516S14c00489x485
50.mp4,50,,,50,50,M516x521S14c02485x498S22a04499x480
50.mp4,50,,,50,50,M516x521S14c02485x498S22a04498x479
50.mp4,50,,,50,50,M543x513S14c02457x490S15002512x487S26506492x494
50.mp4,50,,,50,50,M516x521S14c02485x498S22a04495x479
50.mp4,50,,,50,50,M544x514S14c02457x491S26506494x494S15002513x487
50-km.mp4,50 km,,,50 km,,
,,,,500,500,M512x528S14c40488x497S26500493x473
500-meter.mp4,500 meter,,,500 meter,,
51.mp4,51,,,51,51,M533x526S14c01474x488S21600467x479S22a05499x512S10000518x474
52.mp4,52,,,52,52,M530x527S14c01477x489S21600470x480S22a05502x513S10e00515x473
53.mp4,53,,,53,,
54.mp4,54,,,54,,
55.mp4,55,,,55,,
56.mp4,56,,,56,,
57.mp4,57,,,57,,
58.mp4,58,,,58,,
59.mp4,59,,,59,,
6.mp4,6,,,6,6,M507x512S1f502492x488
6.mp4,6,,,6,6,M508x512S1f502493x488
6.mp4,6,,,6,6,M512x508S1f500488x493
6-0-haandballformasjon.mp4,6-0 (håndballformasjon),,,6 0,,
60.mp4,60,,,60,60,M515x519S26506500x480S21600485x483S1f502489x495
60.mp4,60,,,60,60,M512x518S1f504488x503S22a04494x483
60.mp4,60,,,60,60,M512x517S1f504488x502S22a04499x484
60.mp4,60,,,60,60,M512x518S1f508488x503S22a04498x483
60.mp4,60,,,60,60,M537x511S1f509464x489S26506493x494S1f904514x492
60.mp4,60,,,60,60,M512x518S1f500488x503S22a04490x483
60.mp4,60,,,60,60,M535x511S1f509465x489S26506492x494S1f904512x494
60-m.mp4,60 m,,,60 m,,
,,,,600,600,M507x523S1f540492x499S26500492x476
61.mp4,61,,,61,,
62.mp4,62,,,62,,
63.mp4,63,,,63,,
64.mp4,64,,,64,,
65.mp4,65,,,65,,
66.mp4,66,,,66,,
67.mp4,67,,,67,,
68.mp4,68,,,68,,
69.mp4,69,,,69,,
7.mp4,7,,,7,7,M511x515S1dc01488x485
7.mp4,7,,,7,7,M512x515S1dc01489x485
70.mp4,70,,,70,70,M518x519S26506503x480S21600488x483S1dc02482x495
70.mp4,70,,,70,70,M515x521S1dc02485x497S22a04495x479
70.mp4,70,,,70,70,M515x519S1dc02485x495S22a04489x482
70.mp4,70,,,70,70,M515x521S1dc02485x497S22a04497x479
70.mp4,70,,,70,70,M541x512S1dc02460x488S1e202515x488S26506495x497
70.mp4,70,,,70,70,M515x520S1dc02485x496S22a04493x480
70.mp4,70,,,70,70,M542x513S1dc02459x488S26506494x496S1e202516x491
,,,,700,700,M512x527S1dc40488x497S26500489x473
71.mp4,71,,,71,,
72.mp4,72,,,72,,
73.mp4,73,,,73,,
74.mp4,74,,,74,,
75.mp4,75,,,75,,
76.mp4,76,,,76,,
77.mp4,77,,,77,,
78.mp4,78,,,78,,
79.mp4,79,,,79,,
8.mp4,8,,,8,8,M529x553S34900482x482S11e00506x523
8.mp4,8,,,8,8,M530x515S11e00507x484S14c08470x484
8.mp4,8,,,8,8,M513x515S11e01488x485
80.mp4,80,,,80,80,M517x519S26506502x480S21600483x483S11e02484x496
80.mp4,80,,,80,80,M521x563S26506506x524S21600487x527S11e02488x540S34900482x482
80.mp4,80,,,80,80,M515x521S11e02485x498S22a04492x480
80.mp4,80,,,80,80,M541x513S11e02459x488S26506497x495S1280e517x490
80.mp4,80,,,80,80,M515x519S11e02485x496S22a04488x481
80.mp4,80,,,80,80,M540x512S11e02461x488S26506496x497S1280e516x489
,,,,800,800,M511x525S11e40488x495S26500489x475
,,,,800,800,M518x581S11e40494x551S26500495x531S34900482x482
800-m.mp4,800 m,,,800 m,,
81.mp4,81,,,81,,
82.mp4,82,,,82,,
83.mp4,83,,,83,,
84.mp4,84,,,84,,
85.mp4,85,,,85,,
86.mp4,86,,,86,,
87.mp4,87,,,87,,
88.mp4,88,,,88,,
89.mp4,89,,,89,,
9.mp4,9,,,9,9,M535x549S33100482x482S14410509x518S20500495x498S26500521x502
9.mp4,9,,,9,9,M510x515S18e00490x485
9.mp4,9,,,9,9,M511x527S14410489x496S26500491x474
9.mp4,9,,,9,9,M528x516S14400506x485S14c08472x484
9.mp4,9,,,9,9,M513x513S18e01487x487
9.mp4,9,,,9,9,M552x535S33200482x483S14410530x504S20500524x498S26600531x469
9.mp4,9,,,9,9,M551x541S33200482x483S14410529x510S20500520x504S26600530x476
9.mp4,9,,,9,9,M546x538S33200482x483S14410524x507S20500520x499S26600527x472
9.mp4,9,,,9,9,M549x541S33200482x483S14410527x510S20500520x503S26600526x477
90.mp4,90,,,90,90,M530x563S33200482x482S14402499x541S28805499x519S21600492x536
90.mp4,90,,,90,90,M517x520S18e02482x500S21600482x483S26506502x480
90.mp4,90,,,90,90,M515x517S18e02485x497S22a04489x483
90.mp4,90,,,90,90,M515x518S18e02485x498S22a04489x483
90.mp4,90,,,90,90,M590x530S33200482x483S14411506x502S26506541x513S14501560x494
90.mp4,90,,,90,90,M516x515S18e02486x495S22a04484x485
90.mp4,90,,,90,90,M592x530S33200482x483S14411509x502S14501562x499S26506541x511
,,,,900,900,M558x545S14410513x514S2d200532x495S33200482x482
,,,,900,900,M510x527S18e40490x497S26500490x474
91.mp4,91,,,91,,
92.mp4,92,,,92,,
93.mp4,93,,,93,,
94.mp4,94,,,94,,
95.mp4,95,,,95,,
96.mp4,96,,,96,,
97.mp4,97,,,97,,
98.mp4,98,,,98,,
99.mp4,99,,,99,,
A.mp4,A,,,a,a,M529x514S15d0a476x495S15d52471x486S20700511x490
A.mp4,A,,,a,a,M510x507S1f720490x492
A-2.mp4,A (tohåndsalfabet),,,a,a,M529x514S15d0a476x495S15d52471x486S20700511x490
A-2.mp4,A (tohåndsalfabet),,,a,a,M510x507S1f720490x492
,,,,a biotisk del,a biotisk del,M547x617S15a31491x402S15a37486x403S26606517x402S26612454x402S20e00495x384S25038512x455S25040470x456S14c10511x495S14c18468x495S21100494x573S15a10496x543S15a06489x589S26604493x587
,,,,a munn,a munn,M518x518S34c00482x483
,,,,a munn2,a munn2,M518x525S34c00482x483S2f700494x518
a-tak.mp4,a-tak (byggfag),,,a tak,,
a-takstol-1.mp4,a-takstol (byggfag) 1,,,a takstol,,
a-takstol-2.mp4,a-takstol (byggfag) 2,,,a takstol,,
abdisere-1.mp4,abdisere 1,,,abdisere,,
abdisere-2.mp4,abdisere 2,,,abdisere,,
abonnere.mp4,abonnere,Gammel,,abonnere,abonnere,M525x523S15d39481x500S1f751475x477S22f04500x480S20b00506x496
abonnere.mp4,abonnere,Gammel,,abonnere,abonnere,M529x588S33b00482x483S10010487x512S20b00514x567S22e04512x548S15a3a488x576S1001c487x553
abonnere.mp4,abonnere,Gammel,,abonnere,abonnere,M537x582S15a16486x570S10010492x510S2c300511x535S20b00495x551S34c00482x483
abort.mp4,abort,,,abort,abort,M521x549S15213489x523S18238478x482S36d00479x452S20312494x492S22a04495x512
abort.mp4,abort,,,abort,abort,M535x542S36d00479x480S18218478x489S17110493x498S28805497x522S17113521x519S36d00479x459
abort.mp4,abort,,,abort,abort,M550x536S14c02484x505S36d00481x465S26507531x498S20300535x477S36d00478x532S20e00519x508
,,,,"abort, frivillig","abort, frivillig",M558x552S36d00479x449S20300492x504S16f48470x491S20500475x516S14c45532x525S20e00509x505S22a05520x513
,,,,"abort, frivillig","abort, frivillig",M546x547S36d00477x453S36d00480x538S18109483x492S17102496x501S20500470x486S20e00507x514S18114534x518S22a05521x510
,,,,"abort, ufrivillig","abort, ufrivillig",M521x560S36d00479x441S20300492x496S16f48470x483S20500475x508S14c04489x529S22a04493x513
abraham-bibelsk-person.mp4,Abraham (bibelsk person),,,abraham,,
absolutt-1.mp4,absolutt 1,,,absolutt,absolutt,M518x517S20300488x482S20304483x502S20b00505x496
absolutt-1.mp4,absolutt 1,,,absolutt,absolutt,M517x516S20310488x484S20308483x501S20b00504x498
absolutt-1.mp4,absolutt 1,,,absolutt,absolutt,M513x530S15a36486x518S15a40491x470S20b00491x501
absolutt-1.mp4,absolutt 1,,,absolutt,absolutt,M514x538S15a36487x526S15a40495x495S20b00495x479S22a04495x462
absolutt-1.mp4,absolutt 1,,,absolutt,absolutt,M514x531S15a16487x516S15a40494x504S20b00494x487S22a04493x469
absolutt-2.mp4,absolutt 2,,,absolutt,absolutt,M518x517S20300488x482S20304483x502S20b00505x496
absolutt-2.mp4,absolutt 2,,,absolutt,absolutt,M517x516S20310488x484S20308483x501S20b00504x498
absolutt-2.mp4,absolutt 2,,,absolutt,absolutt,M513x530S15a36486x518S15a40491x470S20b00491x501
absolutt-2.mp4,absolutt 2,,,absolutt,absolutt,M514x538S15a36487x526S15a40495x495S20b00495x479S22a04495x462
absolutt-2.mp4,absolutt 2,,,absolutt,absolutt,M514x531S15a16487x516S15a40494x504S20b00494x487S22a04493x469
,,,,absolutt nullpunkt,absolutt nullpunkt,M513x586S15a36486x464S15a40490x413S20b00491x447S2f900494x581S10040491x548S17610491x505
,,,,absolutt nullpunkt,absolutt nullpunkt,M549x532S15a30463x502S15a42451x515S20b00461x487S22a04461x468S17610498x496S26500528x481S10050534x502S2f900531x472
,,,,absolutt nullpunkt,absolutt nullpunkt,M522x534S21100478x466S22a04479x483S20500480x498S15a12495x504S10018502x472S37800506x502
