Filename,Gloss_x,Description,Comment,modified,Gloss_y,Signwriting
adgang.mp4,adgang,,,adgang,adgang,M515x536S10050500x506S26500495x486S18219486x465
adgang.mp4,adgang,,,adgang,adgang,M514x536S18219486x465S26500492x486S10050499x506
administrasjon.mp4,administrasjon,,,administrasjon,administrasjon,M554x544S27114447x483S27100514x492S17650512x467S17658459x457S16c40489x522S16c48465x523S26502512x528S26516446x529
administrasjon.mp4,administrasjon,,,administrasjon,administrasjon,M532x530S2fb04493x524S26c08505x508S26c1c469x508S10004506x471S1000c476x473
administrere.mp4,administrere,,,administrere,administrere,M534x523S2fb04492x517S26c04507x499S26c14467x499S17650514x478S17650473x478
administrere.mp4,administrere,,,administrere,administrere,M531x532S10004510x472S1000c476x469S26c08504x508S26c18469x502S2fb04490x526
administrere.mp4,administrere,,,administrere,administrere,M532x527S17650512x474S17650474x474S26c10469x500S26c00505x499S2fb04494x521
administrere.mp4,administrere,,,administrere,administrere,M547x523S20350504x482S20350480x478S27100507x500S27114454x495S2fb04492x517
administrere.mp4,administrere,,,administrere,administrere,M532x532S10004510x469S1000c475x469S26c08505x505S26c1c469x506S2fb04494x526
administrere.mp4,administrere,,,administrere,administrere,M544x524S20350509x480S20350482x476S27100504x502S27114457x501S2fb04494x518
administrere.mp4,administrere,,,administrere,administrere,M529x530S10004507x470S1000c477x470S26c08502x504S26c18471x503S2fb04493x524
adresse.mp4,adresse,,,adresse,adresse,M523x526S15d39476x492S11533495x474S20e00494x514S26a07502x499
adresse.mp4,adresse,,,adresse,adresse,M523x526S15d39477x492S11533496x474S20e00495x514S26507508x499
adresse.mp4,adresse,,,adresse,adresse,M541x509S15a0a459x492S11502477x494S21100512x493S26506526x491
advare.mp4,advare,,,advare,advare,M540x553S32d00482x482S10010488x523S26500509x523S26500526x523S34c00482x482
advare.mp4,advare,,,advare,advare,M538x554S32d00482x483S10010488x524S35010494x507S26a00511x527
advare.mp4,advare,,,advare,advare,M514x527S10010487x497S26b00487x473
advent.mp4,advent,,,advent,advent,M520x518S18100498x412S26224504x446S26224482x447S32100482x483
advent.mp4,advent,,,advent,advent,M541x516S22110513x485S22110466x485S18030511x500S18038460x501
adverb.mp4,adverb,,,adverb,adverb,M530x517S1193b470x489S20500497x496S20301509x483
advokat.mp4,advokat,,,advokat,advokat,M528x530S15d41505x470S15d39487x489S26601484x490S21100509x516S21100472x476S26605488x494
advokat.mp4,advokat,,,advokat,advokat,M523x529S15a39477x482S27105489x495S21100510x515S15d41487x472
advokat.mp4,advokat,,,advokat,advokat,M531x555S15a20477x465S15a12469x446S20b00496x474S26504496x454S1ed26512x507S22a04514x540
advokat.mp4,advokat,,,advokat,advokat,M513x519S1f710493x482S23004488x501
afghanistan-1.mp4,Afghanistan 1,,,afghanistan,afghanistan,M561x518S2ff00482x483S14c02483x469S17712540x444S14c12530x488S28807518x459S22a04543x470
afghanistan-1.mp4,Afghanistan 1,,,afghanistan,afghanistan,M543x518S2ff00482x483S16c00523x480S26606493x483
afghanistan-2.mp4,Afghanistan 2,,,afghanistan,afghanistan,M561x518S2ff00482x483S14c02483x469S17712540x444S14c12530x488S28807518x459S22a04543x470
afghanistan-2.mp4,Afghanistan 2,,,afghanistan,afghanistan,M543x518S2ff00482x483S16c00523x480S26606493x483
afrika-1.mp4,Afrika 1,,,afrika,afrika,M518x518S2ff00482x483S22b04492x488S15a02484x469
afrika-1.mp4,Afrika 1,,,afrika,afrika,M529x525S15a02472x475S23c04506x479S1fa10507x510
afrika-1.mp4,Afrika 1,,,afrika,afrika,M533x531S14c22467x469S2890b504x481S15656511x515
afrika-1.mp4,Afrika 1,,,afrika,afrika,M532x535S2ff00482x483S20500495x490S18001507x486S20500520x524S24102484x501S20500470x522
afrika-2.mp4,Afrika 2,,,afrika,afrika,M518x518S2ff00482x483S22b04492x488S15a02484x469
afrika-2.mp4,Afrika 2,,,afrika,afrika,M529x525S15a02472x475S23c04506x479S1fa10507x510
afrika-2.mp4,Afrika 2,,,afrika,afrika,M533x531S14c22467x469S2890b504x481S15656511x515
afrika-2.mp4,Afrika 2,,,afrika,afrika,M532x535S2ff00482x483S20500495x490S18001507x486S20500520x524S24102484x501S20500470x522
afrika-3.mp4,Afrika 3,,,afrika,afrika,M518x518S2ff00482x483S22b04492x488S15a02484x469
afrika-3.mp4,Afrika 3,,,afrika,afrika,M529x525S15a02472x475S23c04506x479S1fa10507x510
afrika-3.mp4,Afrika 3,,,afrika,afrika,M533x531S14c22467x469S2890b504x481S15656511x515
afrika-3.mp4,Afrika 3,,,afrika,afrika,M532x535S2ff00482x483S20500495x490S18001507x486S20500520x524S24102484x501S20500470x522
aften.mp4,aften,,,aften,aften,M535x524S2ff00482x482S22c03476x491S15d01512x470
aften.mp4,aften,,,aften,aften,M521x523S36d00479x508S15a01473x500S22b03488x478
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M542x539S2ff00482x482S15300527x490S2e600488x495S2f700501x532
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M572x517S2ff00482x482S20500515x484S20500475x483S14c10537x464S14c18439x466S22a06527x483S22a12458x482S21b00430x475S21b00464x469S21b00528x468S21b00564x473S21b00458x461S21b00533x457
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M568x517S2ff00482x482S10118468x470S10110516x471S14c10545x466S14c18427x468S26506536x499S26512445x500
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M523x531S10018476x501S15310487x486S26a02508x483S21800486x472S2f700511x469
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M549x520S21802500x485S26a02514x480S2f720537x483S15310479x480S10008452x490
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M537x542S2ff00482x483S15300522x486S2f700476x535S22b03481x498S22b03491x508
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M565x518S2ff00482x483S10110513x471S10118470x471S14c10542x441S14c18434x441S26500532x465S26510454x464
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M551x521S10008449x491S15310484x480S21802506x486S26a02517x480S2f730539x486
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M547x517S10008454x487S15310483x483S21802504x487S26a02515x483S2f720535x487
aggresjon-1.mp4,aggresjon 1,,,aggresjon,aggresjon,M541x526S10008459x496S15310477x476S21802498x479S26a02510x474S2f720529x477
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M542x539S2ff00482x482S15300527x490S2e600488x495S2f700501x532
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M572x517S2ff00482x482S20500515x484S20500475x483S14c10537x464S14c18439x466S22a06527x483S22a12458x482S21b00430x475S21b00464x469S21b00528x468S21b00564x473S21b00458x461S21b00533x457
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M568x517S2ff00482x482S10118468x470S10110516x471S14c10545x466S14c18427x468S26506536x499S26512445x500
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M523x531S10018476x501S15310487x486S26a02508x483S21800486x472S2f700511x469
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M549x520S21802500x485S26a02514x480S2f720537x483S15310479x480S10008452x490
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M537x542S2ff00482x483S15300522x486S2f700476x535S22b03481x498S22b03491x508
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M565x518S2ff00482x483S10110513x471S10118470x471S14c10542x441S14c18434x441S26500532x465S26510454x464
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M551x521S10008449x491S15310484x480S21802506x486S26a02517x480S2f730539x486
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M547x517S10008454x487S15310483x483S21802504x487S26a02515x483S2f720535x487
aggresjon-2.mp4,aggresjon 2,,,aggresjon,aggresjon,M541x526S10008459x496S15310477x476S21802498x479S26a02510x474S2f720529x477
agurk.mp4,agurk 1,,,agurk,agurk,M573x537S1ed18475x463S1ed10502x463S1f41f427x503S1f417552x507S2890b535x477S28913441x473
agurk.mp4,agurk 1,,,agurk,agurk,M563x528S1ef20503x473S1ef28468x473S28813444x476S2880b536x478S1eb27543x501S1eb2f437x499S2fb04492x501
agurk.mp4,agurk 1,,,agurk,agurk,M574x528S1ed27506x490S1ed2f472x490S1eb27554x497S1eb5f427x501S28813445x481S2880b537x479S2fb00495x473
agurk.mp4,agurk 1,,,agurk,agurk,M569x528S1ef20503x473S1ef28469x472S28813442x476S2880b540x477S1eb27549x501S1eb2f432x500S2fb04491x496
agurk.mp4,agurk 1,,,agurk,agurk,M557x524S1ed27505x495S1ed2f470x496S28913459x477S2890b520x476S21600549x501S21600444x498S22100495x482
agurk.mp4,agurk 1,,,agurk,agurk,M577x523S1ec27502x496S1ec2f471x497S28912446x484S2890a522x483S1eb27557x492S1eb2f423x494S2fb00490x477
agurk.mp4,agurk 1,,,agurk,agurk,M564x529S1ef20501x472S1ef28467x472S28813443x475S2880b536x476S1eb27544x502S1eb2f436x499S2fb04492x500
agurk.mp4,agurk 1,,,agurk,agurk,M563x529S1ef20504x471S1ef28467x471S2880b537x476S28813443x476S2fb04493x495S1eb27543x502S1eb2f438x500
agurk.mp4,agurk 1,,,agurk,agurk,M567x529S1ef20504x472S1ef28469x471S28813443x476S2880b538x477S1eb27547x502S1eb2f434x499S2fb04494x495
agurk-2.mp4,agurk 2,,,agurk,agurk,M573x537S1ed18475x463S1ed10502x463S1f41f427x503S1f417552x507S2890b535x477S28913441x473
agurk-2.mp4,agurk 2,,,agurk,agurk,M563x528S1ef20503x473S1ef28468x473S28813444x476S2880b536x478S1eb27543x501S1eb2f437x499S2fb04492x501
agurk-2.mp4,agurk 2,,,agurk,agurk,M574x528S1ed27506x490S1ed2f472x490S1eb27554x497S1eb5f427x501S28813445x481S2880b537x479S2fb00495x473
agurk-2.mp4,agurk 2,,,agurk,agurk,M569x528S1ef20503x473S1ef28469x472S28813442x476S2880b540x477S1eb27549x501S1eb2f432x500S2fb04491x496
agurk-2.mp4,agurk 2,,,agurk,agurk,M557x524S1ed27505x495S1ed2f470x496S28913459x477S2890b520x476S21600549x501S21600444x498S22100495x482
agurk-2.mp4,agurk 2,,,agurk,agurk,M577x523S1ec27502x496S1ec2f471x497S28912446x484S2890a522x483S1eb27557x492S1eb2f423x494S2fb00490x477
agurk-2.mp4,agurk 2,,,agurk,agurk,M564x529S1ef20501x472S1ef28467x472S28813443x475S2880b536x476S1eb27544x502S1eb2f436x499S2fb04492x500
agurk-2.mp4,agurk 2,,,agurk,agurk,M563x529S1ef20504x471S1ef28467x471S2880b537x476S28813443x476S2fb04493x495S1eb27543x502S1eb2f438x500
agurk-2.mp4,agurk 2,,,agurk,agurk,M567x529S1ef20504x472S1ef28469x471S28813443x476S2880b538x477S1eb27547x502S1eb2f434x499S2fb04494x495
akademi.mp4,akademi,,,akademi,akademi,M545x557S2ff00482x482S18210522x508S2e00c524x529
akademi.mp4,akademi,,,akademi,akademi,M708x551S30007482x483S20500517x479S26502531x478S18510552x484S37b00601x486S15a41666x498S15a49631x495S20500656x482S23904688x521S2391c613x517S2fb04652x545
akademi.mp4,akademi,,,akademi,akademi,M577x594S30007482x483S20500518x480S26502533x478S18510552x484S2381c459x568S20500496x536S15a41509x546S15a49472x546S23804530x569
akademi.mp4,akademi,,,akademi,akademi,M579x610S30007482x483S26502535x479S20500521x480S18510554x476S20500518x546S15a41527x561S15a49498x561S23804545x583S2381c485x584S2fb04517x604
ake.mp4,ake,,,ake,ake,M558x528S36d00479x472S36d00478x524S20e00521x497S20e00467x497S26510464x476S26500521x476S15d30539x484S15d38444x486
ake.mp4,ake,,,ake,ake,M519x546S15a48495x519S11812492x501S20800481x514S26720494x454
akershus.mp4,Akershus,,,akershus,akershus,M536x537S1f720485x463S2391c465x505S23904516x507S15c13501x489S15c15480x488
akkord.mp4,akkord,,,akkord,akkord,M527x537S28801499x495S28819485x480S2fc00497x463S18210504x522S18218474x511
akkurat.mp4,akkurat,,,akkurat,akkurat,M524x530S15a36475x518S15a40480x470S20b00480x501S23100498x481
akkurat.mp4,akkurat,,,akkurat,akkurat,M518x620S15a36487x548S15a40494x556S35b04482x482S21100495x606S26500494x587S2f900481x592S32e00482x482
akkurat.mp4,akkurat,,,akkurat,akkurat,M514x537S15a40493x510S21100493x494S15a36487x480S26600492x464
akkurat.mp4,akkurat,,,akkurat,akkurat,M518x601S15a40494x574S21100494x558S15a36488x544S26600493x528S35b04482x483
akse-1.mp4,akse 1,,,akse,akse,M548x520S1dc28453x479S10610473x494S26706506x491S20e00491x494
akse-1.mp4,akse 1,,,akse,akse,M512x531S10010493x469S2e100489x502
akse-1.mp4,akse 1,,,akse,akse,M509x532S10000491x467S22b04493x502
akse-1.mp4,akse 1,,,akse,akse,M516x541S1dc28484x511S10014501x491S20e00486x494S22b00484x458
akse-1.mp4,akse 1,,,akse,akse,M528x517S10051473x496S26806478x484
akse-1.mp4,akse 1,,,akse,akse,M528x520S26806478x481S1f457472x490
akse-1.mp4,akse 1,,,akse,akse,M537x520S36d00479x485S10010522x481S2f900524x515
akse-2.mp4,akse 2,,,akse,akse,M548x520S1dc28453x479S10610473x494S26706506x491S20e00491x494
akse-2.mp4,akse 2,,,akse,akse,M512x531S10010493x469S2e100489x502
akse-2.mp4,akse 2,,,akse,akse,M509x532S10000491x467S22b04493x502
akse-2.mp4,akse 2,,,akse,akse,M516x541S1dc28484x511S10014501x491S20e00486x494S22b00484x458
akse-2.mp4,akse 2,,,akse,akse,M528x517S10051473x496S26806478x484
akse-2.mp4,akse 2,,,akse,akse,M528x520S26806478x481S1f457472x490
akse-2.mp4,akse 2,,,akse,akse,M537x520S36d00479x485S10010522x481S2f900524x515
aksel.mp4,aksel,,,aksel,aksel,M538x521S17650505x480S17650478x481S26606508x502S26612462x502S2fb04492x515
aksel.mp4,aksel,,,aksel,aksel,M539x523S17650506x477S17650477x477S26612461x498S26606509x499S2fb04492x517
aksel.mp4,aksel,,,aksel,aksel,M542x521S17650506x480S17650482x480S26612459x499S26606512x499S2fb04493x515
aksel.mp4,aksel,,,aksel,aksel,M534x522S17650503x479S17650480x478S26612466x499S26606504x499S2fb04494x516
aksje.mp4,aksje,,,aksje,aksje,M514x539S15a40493x461S21100493x491S15a36487x508S26604491x509
aksje.mp4,aksje,,,aksje,aksje,M526x534S10049475x486S10041505x504S26a05490x479S20f01477x467
aksjeselskap.mp4,aksjeselskap,,,aksjeselskap,aksjeselskap,M528x569S10049477x451S10041507x469S26a05492x444S20f01479x432S20301496x517S20309473x516S2e50c496x542S2e514472x541
aksjeselskap.mp4,aksjeselskap,,,aksjeselskap,aksjeselskap,M527x566S21200485x464S15a40493x435S15a36486x481S26604497x479S26604483x479S1ed40501x547S1ed48474x547
aksjeselskap.mp4,aksjeselskap,,,aksjeselskap,aksjeselskap,M534x572S21200484x459S15a40492x429S15a36486x492S26a04484x475S20500494x542S20500494x561S1ed40508x547S1ed48466x547
aksjon.mp4,aksjon,,,aksjon,aksjon,M528x516S20350473x485S20350513x485S2d220490x493
aksjon.mp4,aksjon,,,aksjon,aksjon,M528x519S2d220487x488S20350513x481S20350473x481S2f900497x514
akt-teater.mp4,akt (teater),,,akt,akt,M516x529S15a0a489x517S22a04495x486S15a02484x471S20500496x504
aktiv.mp4,aktiv,,,aktiv,aktiv,M538x526S2d217463x496S20350509x475S20350477x475S2f900517x519S2f900470x521S2d202515x496
aktiv.mp4,aktiv,,,aktiv,aktiv,M558x526S2d217462x496S20350508x475S20350476x475S2f900516x519S2f900469x521S2d202514x496S20302543x506S2030a442x506
aktiv.mp4,aktiv,,,aktiv,aktiv,M529x521S2d220487x488S20350514x479S20350472x480S2f900497x516
aktiva.mp4,aktiva,,,aktiva,aktiva,M521x530S36d00479x471S1f502492x488S20c00486x517
aktivitet.mp4,aktivitet,,,aktivitet,aktivitet,M555x522S20302506x506S2030a475x507S2a600507x479S2a611475x478S2f900448x496S2f900544x495S2a600522x479S2a611460x478S2f700542x481S2f700445x482
aktivitet.mp4,aktivitet,,,aktivitet,aktivitet,M537x528S20350466x474S20350519x473S2a305508x494S2a31d464x496S2f900495x520
aktivitet.mp4,aktivitet,,,aktivitet,aktivitet,M538x528S20350463x473S20350516x472S2f900492x519S2d307504x498S2d312462x497
aktor.mp4,aktor 1,,,aktor,aktor,M554x519S36d00479x481S1f502509x495S20f00528x486S22f04529x500
aktor-2.mp4,aktor 2,,,aktor,aktor,M554x519S36d00479x481S1f502509x495S20f00528x486S22f04529x500
aktuell-e.mp4,aktuell/-e,,,aktuell,aktuell,M515x539S15d0a488x496S10000485x509S22b00492x462
aktuell-e.mp4,aktuell/-e,,,aktuell,aktuell,M546x526S10000531x496S2880f519x477S2ff00482x483
akutt.mp4,akutt 1,,,akutt,akutt,M567x546S2ff00482x483S1eb17547x519S26c0a527x503S2f700534x493
akutt.mp4,akutt 1,,,akutt,akutt,M522x537S15a48479x464S10050495x470S23100496x507S2f700505x530
akutt.mp4,akutt 1,,,akutt,akutt,M569x526S36d00479x481S24006533x485S1eb27521x499S2f710557x474
akutt-2.mp4,akutt 2,,,akutt,akutt,M567x546S2ff00482x483S1eb17547x519S26c0a527x503S2f700534x493
akutt-2.mp4,akutt 2,,,akutt,akutt,M522x537S15a48479x464S10050495x470S23100496x507S2f700505x530
akutt-2.mp4,akutt 2,,,akutt,akutt,M569x526S36d00479x481S24006533x485S1eb27521x499S2f710557x474
alarm.mp4,alarm,,,alarm,alarm,M565x528S33010479x483S10020528x498S26c0a550x499S2f710553x487
albania.mp4,Albania,,,albania,albania,M532x580S34c00482x483S15d01478x531S15d09496x532S20a00491x565S22111513x541S22117468x541
album.mp4,album,,,album,album,M593x552S1f418407x450S1f410564x449S1ef10507x449S1ef18468x449S26512445x448S26506542x448S15a40511x525S15a48493x525S2a210472x500S2a208522x500S2fb00502x500
album.mp4,album,,,album,album,M562x522S15a30550x493S15a40502x494S15a38438x495S15a48484x494S2880a519x500S28812457x501S20500494x479
alder.mp4,alder,,,alder,alder,M551x572S2ff00482x483S10010499x505S2e230497x540S21200523x502S22f04524x519
alder.mp4,alder,,,alder,alder,M549x532S2ff00482x483S22113519x498S21203524x488S10b10509x503
alder.mp4,alder,,,alder,alder,M534x540S36d00478x460S22a00521x462S22a00521x478S22a00521x494S36d00480x508S15d50514x513
aldri.mp4,aldri 1,,,aldri,aldri,M539x509S15a3a465x492S20350461x494S26606509x492S20e00495x493
aldri.mp4,aldri 1,,,aldri,aldri,M538x514S15a3a464x495S20e00494x496S26606508x495S15a50462x487
aldri-2.mp4,aldri 2,,,aldri,aldri,M539x509S15a3a465x492S20350461x494S26606509x492S20e00495x493
aldri-2.mp4,aldri 2,,,aldri,aldri,M538x514S15a3a464x495S20e00494x496S26606508x495S15a50462x487
alene.mp4,alene,,,alene,alene,M540x526S36d00479x474S10000525x476S22a04527x511
alene.mp4,alene,,,alene,alene,M544x526S36d00479x476S10000523x475S2e732519x510
alfabet.mp4,alfabet,,,alfabet,alfabet,M590x544S15020527x513S22520523x494S26606560x518S36d00479x525S2ff00480x482
alfabet.mp4,alfabet,,,alfabet,alfabet,M533x524S15020470x493S22520468x476S26606503x499
alfabet.mp4,alfabet,,,alfabet,alfabet,M591x548S15020531x517S22520528x498S26606561x525S2ff00482x483
alfabet.mp4,alfabet,,,alfabet,alfabet,M575x524S36d00479x512S15020529x493S26506560x503S22520532x476
alge.mp4,alge,,,alge,alge,M576x537S1f720494x463S14c50510x506S14c58465x505S22530514x491S22530448x490S22a04499x483S26706534x518S26712423x517
alge.mp4,alge,,,alge,alge,M602x543S1f758479x528S14c57559x476S14c5f417x477S26711442x501S26707529x502S22537572x459S22531399x458S1f750502x527
algerie.mp4,Algerie,,,algerie,algerie,M546x522S19a40518x478S19a48455x478S22f04520x507S22f14458x508
alkohol.mp4,alkohol,,,alkohol,alkohol,M538x535S30004482x482S20600516x512S1f510493x520
alle.mp4,alle,,,alle,alle,M539x519S14c27513x492S2d600482x481S2033f461x496
alle.mp4,alle,,,alle,alle,M558x535S14c57532x480S2d800469x465S20351443x487S3780b504x505
alle.mp4,alle,,,alle,alle,M541x519S14c57515x492S2d600482x481S20351459x496
alle.mp4,alle,,,alle,alle,M542x520S14c57516x493S2d600486x481S20350459x498
allerede.mp4,allerede,,,allerede,allerede,M516x533S15a36489x504S15a40493x506S26c08485x467S21200486x485
allergi.mp4,allergi,,,allergi,allergi,M532x525S14c1a501x502S15012494x477S20f02469x476S21802482x481
allergi.mp4,allergi,,,allergi,allergi,M567x529S21800471x517S15300505x490S15308472x490S22b00529x480S22b04551x488S21100552x472S21100531x513S22b10433x483S22b14452x489S21100454x473S21100435x515S21800504x518
alltid.mp4,alltid,,,alltid,alltid,M556x531S20f00530x505S2ff00482x483S2bd00529x474S17107513x511
almanakk.mp4,almanakk,,,almanakk,almanakk,M523x531S15c11503x470S15c17478x470S2a308498x495S2a310478x495
almanakk.mp4,almanakk,,,almanakk,almanakk,M534x522S15a00466x480S20500481x480S20500482x498S1ec50497x478S2880c522x500
alminnelig.mp4,alminnelig,,,alminnelig,alminnelig,M528x516S15a30472x484S26506501x489S22a04490x501S22a04515x501
alminnelig.mp4,alminnelig,,,alminnelig,alminnelig,M568x520S20500506x502S20300496x481S20300487x500S2d600520x488S2d618454x489S17147552x500S1714f433x497
alminnelig.mp4,alminnelig,,,alminnelig,alminnelig,M544x530S14c30519x470S14c38462x470S22a04511x514S22a04531x514S22a14476x514S22a14456x515
alt.mp4,alt,,,alt,alt,M543x533S14e20506x467S14e28472x467S28914458x495S2890c528x495S20304507x517S20304480x518
alta.mp4,Alta,,,alta,alta,M536x526S36d00480x474S36d00479x522S15d12509x504S20600494x500
altan.mp4,altan,,,altan,altan,M550x522S16d04478x479S16d0c504x479S2d712451x497S2d70a521x496S2fb04492x516
altan.mp4,altan,,,altan,altan,M533x518S2d708491x482S37816474x510S15a06506x506S16c0c468x483
altan.mp4,altan,,,altan,altan,M530x522S16d04478x478S16d0c505x478S2d60a507x502S2d612471x502
alternativ.mp4,alternativ 1,,,alternativ,alternativ,M569x517S10040510x483S10018481x483S2c501529x491S2c525432x492
alternativ.mp4,alternativ 1,,,alternativ,alternativ,M531x536S10e02501x465S10e0a469x466S20500495x480S10e52501x507S10e3a473x509S20500495x525
alternativ.mp4,alternativ 1,,,alternativ,alternativ,M531x536S26706473x465S26502469x478S20e00498x491S20e00473x495S1dc09480x506S10001510x504
alternativ-2.mp4,alternativ 2,,,alternativ,alternativ,M569x517S10040510x483S10018481x483S2c501529x491S2c525432x492
alternativ-2.mp4,alternativ 2,,,alternativ,alternativ,M531x536S10e02501x465S10e0a469x466S20500495x480S10e52501x507S10e3a473x509S20500495x525
alternativ-2.mp4,alternativ 2,,,alternativ,alternativ,M531x536S26706473x465S26502469x478S20e00498x491S20e00473x495S1dc09480x506S10001510x504
aluminium.mp4,aluminium,,,aluminium,aluminium,M533x518S17d10510x502S17d18466x503S22120466x488S22120508x487S2fb00490x482
aluminium.mp4,aluminium,,,aluminium,aluminium,M517x542S1f720484x457S22a04491x476S10049482x512S10041496x512S20b00492x496
aluminium.mp4,aluminium,,,aluminium,aluminium,M553x517S15d0a477x498S15d22472x489S20700446x500S1dc20529x483
aluminium.mp4,aluminium,,,aluminium,aluminium,M558x521S1ea42514x480S1ea4a461x480S23005533x492S23013443x496
aluminium.mp4,aluminium,,,aluminium,aluminium,M558x521S1ea02514x480S1ea0a461x480S23005533x492S23013443x496
